smiles,is_potent_any,split
CCC1CN2CCC1CC2[C@H](O)c1cc(-c2cccc([N+](=O)[O-])c2)nc2ccc(OC)cc12,0,train
CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,1,train
CCc1cccn1C1=CC(C)(C)Oc2ccc(C#N)cc21,0,train
O=C1N[C@@H](Cc2ccccc2)C(=O)N2[C@H]3Nc4ccccc4[C@@]3(O)C[C@@H]12,0,train
OC1(c2ccc(Cl)cc2Cl)c2ccccc2C2=NCCN21,1,train
COc1ccc(-c2ccc(OC)c(=O)cc2)c(OC)c1OC,1,train
O=C(O)[C@H](NS(=O)(=O)c1ccccc1)c1ccccc1,0,train
O=C(O)[C@@H](NS(=O)(=O)c1ccccc1)c1ccccc1,0,train
CS[C@@H]1C(=O)N(C(=O)NCc2ccncc2)[C@H]1Cc1ccccc1,1,train
COc1ccc(S(=O)(=O)N2CCN(C(=O)COc3ccccc3)CC2C(=O)NO)cc1,1,train
Cc1nc2cc(OC[C@H](O)CN3CCN(CC(=O)Nc4cccc5[nH]ccc45)CC3)ccc2s1,1,train
O=C(O)c1ccc2oc(NC(CC3CCCCC3)c3ccccc3)nc2c1,1,train
CN1C[C@@H]2Cc3ccccc3[C@]13CCCC[C@@H]23,1,train
CC(=O)Nc1ccc(OCCCNC(C)C)cc1,1,train
Cc1ccc(Sc2cncc3sc(C(N)=O)cc23)cc1,1,train
CCCC[C@@H](NC(=O)CC(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCC)C(=O)N[C@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O)NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)C(CC(=O)O)NC(=O)OC(C)(C)C,1,train
COc1ccc2c(c1)CCC=C2CCCN1CCN(c2ccccc2OC)CC1,1,train
CC(=O)N1CCN(Cc2cc(C(C)C)c(O)c(C(C)C)c2)CC1,0,train
O=C(NCCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)N1CCN(CC2CCCCO2)CC1,1,train
Cc1cc(COc2ccc(N3CC[C@H]([C@H](C)N(O)C=O)C3=O)cc2)c2ccccc2n1,1,train
NC(=O)c1cc2c(Oc3ccc(C(=O)NCCN4CCOCC4)cc3)cncc2s1,1,train
C[C@]1(COC(=O)Cc2ccccc2)[C@H](C(=O)[O-])N2C(=O)/C(=C/c3ccccn3)C2S1(=O)=O,1,train
COc1ccc(/C=C/c2cnc3nc(N)nc(N)c3c2)cc1,1,train
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)OCc1cc(=O)c(O)co1,1,train
CC(C)(O)CCC(C[C@H](O)[C@H](Cc1ccccc1F)NC(=O)c1cnc2ccccc2n1)C(N)=O,1,train
Cc1ccccc1C(=CCCN1CCC[C@H](C(=O)O)C1)c1ccccc1C,1,train
COC(=O)[C@H](Cc1ccc(C#Cc2ccccc2)cc1)NC(=O)CNC(=O)CN(C)C(=N)N,0,train
O=S(=O)(CCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)N1CCN(c2nc3ccccc3s2)CC1,1,train
CCCCN(CCCC)S(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,1,train
Cc1cccc(NC(=O)N[C@H]2N=C(N3CC4CCC(CC4)C3)c3ccccc3N(C)C2=O)c1,1,train
COc1cc(CCc2cnc3nc(N)nc(N)c3c2)cc(OC)c1OC,1,train
NC1=NC(=O)C2N=C(S)N=C2N1,1,train
CCCOc1c(/C(C)=C\C=C\C(C)=C\C(=O)O)cc(C(C)C)cc1C(F)(F)C(F)(F)F,1,train
CC1CCN(CC#CCN2CCCC2)C1=O,1,train
O=P(O)(O)O[C@@H]1CC[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)C1,1,train
Cc1cccc2c(CN(C)C(=O)/C=C/c3cnc4c(c3)CCC(=O)N4)c(C)n(C)c12,1,train
CCOC(=O)c1ccc2oc(NC(CC3CCCCC3)c3ccccc3)nc2c1,1,train
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](NC(=O)CNC(=O)CCC(=O)NCC(=O)N[C@H]2CC[C@@]4(O)[C@H]6Cc7ccc(O)c8c7[C@@]4(CCN6C)[C@H]2O8)CC[C@@]3(O)[C@H]1C5,1,train
CCCCCCCC(=O)N1CSC[C@H]1C(=O)N1CCCC1,1,train
CCOC(=O)c1cn2c(n1)sc1ccccc12,1,train
CC1=CC(C)(C)Nc2ccc3c(c21)/C(=C/c1ccccc1Cl)Oc1ccc(F)cc1-3,1,train
CCCOc1ccc2c3cc[n+]4nc(CC)c(CC)cc4c3n(C(=O)OC(C)(C)C)c2c1,1,train
O=c1cc(-c2cccc(-c3ccc(O)cc3)c2)sc(N2CCOCC2)c1,1,train
CC/C(=N\NC(N)=O)c1cccc(C(F)(F)F)c1,1,train
CCc1cc(NCc2cnc3ccccc3c2)c(O)nc1C,1,train
c1ccc(-c2ccc3[nH]c(-c4ccc5[nH]c(-c6ccc7[nH]cnc7c6)nc5c4)nc3c2)nc1,1,train
O=C(NCCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)N1CCN(Cc2ccccc2)CC1,1,train
Nc1ccc2cnccc2c1Cl,1,train
CC(/C=C/C(F)=C(/C)c1cc(C(C)(C)C)cc(C(C)(C)C)c1OCC(F)(F)F)=C\C(=O)O,1,train
N=C(N)N1CCC[C@H](NC(=O)CNC(=O)[C@@H](CCNC(=O)c2ccc3ccccc3n2)NS(=O)(=O)Cc2ccccc2)C1O,1,train
O=S(=O)(CCCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)C1CCN(Cc2ccc(F)cc2)CC1,1,train
CCC(CC)CN1CCN(S(=O)(=O)CCCOc2ccc3[nH]c4nc(O)nc-4cc3c2)CC1,1,train
c1ccc(-c2ccccn2)nc1,0,train
COc1ccc(N(C)Cc2cnc3nc(N)nc(N)c3c2C)c(OC)c1,1,train
CCc1cc2c3c(cc[n+]2nc1CC)c1ccc(OC)cc1n3C,1,train
O=C(O)c1ccccc1NS(=O)(=O)c1ccc(Br)cc1,0,train
OC1(c2cccc(F)c2)c2ccccc2C2=NCCCN21,1,train
COc1cccc(C#C/C(C)=C/CO/N=C2\CN3CCC2C3)c1,1,train
COc1cccc(C#C/C(C)=C\CO/N=C2/CN3CCC2C3)c1,1,train
c1cnc(N2CCN(Cc3cccc(-c4ccsc4)c3)CC2)nc1,1,train
COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC,1,train
C[C@]12CC[C@@H]3c4ccc(OS(N)(=O)=O)cc4CC[C@H]3[C@@H]1CCC2=O,1,train
CC/C(=N\N=C(\N)S)c1ccc(Cl)c(Cl)c1,1,train
COc1cc(C(=O)N2CCO[C@](CCN3CCC4(CC3)c3ccccc3C[S@+]4[O-])(c3ccc(Cl)c(Cl)c3)C2)cc(OC)c1OC,1,train
CNCC(=O)N[C@@H](CCCN=C(N)N)C(=O)N1C[C@@H]2C[C@H]1C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O)CSSC[C@H](C(=O)N[C@H](Cc1c[nH]cn1)C(=O)N1CCC[C@@H]1C(=O)N[C@H](Cc1ccccc1)C(=O)O)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@H]1C[C@H](CN1C(=O)[C@@H](CCCN=C(N)N)NC(=O)CNC)SS2,1,train
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,1,train
COc1cc(CNC(=O)[C@@H]2CCCN2C(=O)C(N)C(c2ccccc2)c2ccccc2)cc(OC)c1,1,train
N/C(S)=N/N=C/c1cccn1S(=O)(=O)c1ccccc1,1,train
O=C(NO)[C@H]1CCCC[C@@H]1C(=O)Nc1ccc(COc2ccc3ncccc3c2)cc1,0,train
CCC(CC)NC(=O)OCC1CN(C(=O)c2cc(OC)c(OC)c(OC)c2)CCN1C(=O)c1cc(OC)c(OC)c(OC)c1,1,train
COC(=O)N[C@H](C(=O)NO)[C@H]1CCN(c2ccc(OCc3cc(C)nc4ccccc34)cc2)C1=O,1,train
O=C(O)c1cnc2cc(OCc3ccc(Oc4ccccc4)cc3)ccc2c1O,0,train
CNC(=O)N(C)C(C)C#CCN1CCCC1,1,train
CCCCCCCCCC[N+](C)(C)CCCN(N)Cc1c(O)cc2c(c1O)-c1cc(ccc1O)C1NC(=O)C3NC(=O)C4NC(=O)C(Cc5ccc(c(Cl)c5)Oc5cc3cc(c5O)Oc3ccc(cc3Cl)C(O)C(NC1=O)C(=O)N[C@H]2C(=O)NCCCCCCN)NC(=O)C(N)c1ccc(O)c(c1)Oc1cc(O)cc4c1,0,train
O=c1n(CCN2CCC(Cc3c[nH]c4ccc(F)cc34)CC2)c2cccc3c2n1CCC3,1,train
O=C(Cc1ccc(Cl)c(Cl)c1)N1CCC2(CC1CN1CCCC1)SCCS2,1,train
C#CCNC(=O)Cn1c2cc(OC)ccc2c2cc[n+]3nc(CC)c(CC)cc3c21,0,train
Cc1cc(C)c2ncc(NC(=O)Nc3c(F)cc(F)cc3F)c(-c3ccccc3Cl)c2c1,1,train
O=c1cc(CCCc2ccc(O)cc2)oc2cc(O)ccc12,0,train
CN(CCN1CCC(Cc2c[nH]c3ccc(F)cc23)CC1)S(=O)(=O)c1ccc2ccccc2c1,1,train
CCOC(=O)c1ccc(OCC(O)CNC(C)C)cc1,1,train
O=C(NO)c1ccc(CNC(=O)c2ccccc2-c2ccccc2)cc1,0,train
C=C(C)CN1Cc2cccc3[nH]c(=O)n(c23)C(C(C)C)C1,0,train
CC(O)[C@H](NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N)C(=O)N[C@H](C)Cc1ccccc1,1,train
NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,0,train
COc1ccc(C(=O)n2nc(-c3ccncc3)c(-c3ccc(F)cc3)n2)cc1,1,train
O=C(O)c1cnc2cc(OCCc3ccc(F)cc3)ccc2c1O,0,train
C=CCc1cc(N)ccc1OCCCNC(C)C,1,train
O=C(O)c1nc2c(O)nc3cc([N+](=O)[O-])c(-n4cccc4)cc3n2n1,1,train
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)C(C)(C)N)C(=O)N[C@@H](CCCN=C(N)N)C(N)=O,0,train
CNC(=O)c1cc2c(Oc3ccc(C#N)cc3)cncc2s1,1,train
Cc1cccc(OS(N)(=O)=O)c1,0,train
COc1ccc(-c2nc(SCCCCCN(CCCn3ccnc3)C(=O)NC(C)C)[nH]c2-c2ccc(OC)cc2)cc1,1,train
CN(C)CCCCn1c2ccccc2c2c3c(c4c5ccccc5cnc4c21)C(=O)NC3=O,1,train
CS(=O)(=O)Nc1c(-c2ccccc2)c(O)nc2cc(Cl)ccc12,1,train
CCN1C(=O)Cc2cc(CCN3CCN(c4cccc5ccccc45)CC3)ccc21,1,train
COc1ccnc(NC2CCN(C(=O)c3ccc(C#N)cc3)CC2)c1,1,train
CC(C)C[C@@H](N=C(N)N)C(=O)NCC(=O)N1CCC(c2cc(-c3ccc(OCc4ccccc4)c(Cl)c3Cl)nn2C)CC1,0,train
CCCCCCCCCCC[C@H]1CC[C@H]([C@H]2CC[C@H](CCCCCCCCCCCCCC3=C[C@H](C)OC3=O)O2)O1,1,train
O=C(O)C1CCCN(CCC=C(c2ccccc2)c2ccccc2)C1,1,train
CCOC(=O)C(Cc1ccccc1)Nc1nc2ccccc2s1,1,train
CCN(C(=O)C1=CCC[C@H]1C(=O)NCc1ccc(C(=N)N)cc1)C1CCCCC1,1,train
CCCCC1Nc2ccc(C(C)C)cc2C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,1,train
COc1ccc(-c2nc(SCCCCCN(CCCCCSc3nc(-c4ccc(OC)cc4)c(-c4ccc(OC)cc4)[nH]3)C(=O)NC(C)C)[nH]c2-c2ccc(OC)cc2)cc1,1,train
CC(C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N1CCC[C@H]1C(=O)O)C(C)C,1,train
C[C@H]1[C@@H](OCCC2ON2C(=O)c2ccccc2O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,1,train
COc1ccc2c(c1)CC(O)(CNCC1CCN(CCNS(=O)(=O)c3cccc4ccccc34)CC1)CCC2,1,train
O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)C[C@](O)(C(=O)O)C[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,1,train
O=C1CCC(c2c(-c3cccc(C(F)(F)F)c3)nc3ccccn23)=NN1c1ccccc1Cl,1,train
O=P(O)(O)C(Cc1cccc2ccccc12)N[C@@H](Cc1ccc(-c2ccccc2)cc1)c1nnn[nH]1,1,train
CCOC(=O)CCc1ccc2c(c1)CC(NCC(O)c1cccc(Cl)c1)CC2,0,train
CCOC(=O)CCc1ccc2c(c1)C[C@H](NC[C@H](O)c1cccc(Cl)c1)CC2,0,train
CCC1CN2CCC1CC2[C@H](O)c1cc(-c2cccc(N)c2)nc2ccc(OC)cc12,0,train
O=S1(=O)c2ccccc2-c2ccccc2N1CCN1CCC(Cc2c[nH]c3ccc(F)cc23)CC1,1,train
O=C1[C@@H]2C[C@@]3(Cc4cc([N+](=O)[O-])ccc4O)c4ccccc4N[C@H]3N2C(=O)[C@H](Cc2ccccc2)N1Cc1cc([N+](=O)[O-])ccc1O,0,train
COC(=O)c1cc2c(cn1)[nH]c1ccccc12,1,train
COc1ccnc(NC2CCN(C(=O)c3ccccc3)CC2)c1,1,train
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(C)c1O,1,train
CC(=O)O[C@@H]1CC(=O)N1C(=O)NC(C)C,0,train
O=C(O)C(=O)CC(=O)c1csc(Cc2ccccc2)c1,1,train
Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC=O)cn3C)cn2C)cc1C(=O)NCCC(=N)N,1,train
O=C1c2ccccc2CN1CCN1CCN(c2nsc3ccccc23)CC1,1,train
CCCCCCCCCC[C@@H](O)[C@H]1CC[C@H]([C@H]2CC[C@H]([C@H](O)CCCCCCCCCCCCC3=C[C@H](C)OC3=O)O2)O1,1,train
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O,1,train
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(N)=O,1,train
N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O,1,train
CC(C)[C@H](NS(=O)(=O)c1ccc(Cl)cc1)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12,1,train
CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2cccc(OC)c2)cc1,1,train
CCCCOc1ccc(CNC2C(Oc3c4cc5cc3Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C5NC(=O)C5NC(=O)C(Cc6ccc(cc6)O4)NC(=O)C(N(C)Cc4ccc(OCCCC)cc4)c4ccc(O)c(c4)Oc4cc(O)c(Cl)c5c4)c4ccc(O)c(c4)-c4c(O)cc(O)cc4[C@H](C(=O)NCCCN(C)C)NC3=O)OC(C(=O)NCCCN(C)C)C(O)C2O)cc1,0,train
COc1cc(Cc2ccc3c(c2)OCO3)cc(OC)c1OC,0,train
Cc1cc(C(=O)Nc2cc(Cl)cc(Cl)c2)nn1Cc1ccccc1,1,train
O=c1oc(Nc2ccccc2I)nc2cc(C3CCCCC3)ccc12,0,train
COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(CNC(=O)C(C)(C)C)C2)cc(OC)c1OC,0,train
O=C(NO)c1ccccc1,0,train
CCC1CN2CCC1CC2[C@H](O)c1cc(-c2ccccc2)nc2ccc(OC)cc12,0,train
CC(=O)O[C@@H]1[C@@H](C)C(=O)N1C(=O)NCc1ccccc1,1,train
O=c1c2ccccc2nc2ccc(-c3nn[nH]n3)cn12,0,train
CCCCCCCCCCCCn1nnc(N(C(=O)Nc2c(OC)cc(OC)cc2OC)c2ccccc2)n1,1,train
CCc1cccc(CC)c1Nc1ccccc1CC(=O)O,0,train
c1cnc(N2CCN(Cc3cccc4c3sc3ccccc34)CC2)nc1,1,train
CC(C)[C@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)NS(=O)(=O)C(C)C,1,train
COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)NC(C)CC(C)C)C2)cc(OC)c1OC,1,train
N#CCCc1c(-c2ccccc2)c(O)nc2cc(Cl)ccc12,1,train
CCCCc1nn(-c2ccc(OC)cc2)c(C(=O)OCC)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,1,train
CCOC(=O)c1cn(Cc2c(F)cccc2F)c2nc(-c3ccc(NC(=O)C4CC4)cc3)c(CN(C)Cc3ccccc3)n2c1=O,1,train
C#Cc1cc(O)nnc1-c1ccccc1,0,train
Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccccc1,1,train
CCNc1ccc(C(=O)N2CCCCc3cc(Cl)ccc32)c(Cl)c1,1,train
O=C(O)c1nc2c(O)nc3cc(C(F)(F)F)c(-n4cccc4)cc3n2n1,1,train
OC[C@H](NC1CCN(CC(F)Cc2c[nH]c3ccc(-n4cnnc4)cc23)CC1)c1ccc(F)cc1,1,train
O=C(O)CC(=O)Nc1c(-c2ccccc2)c(O)nc2cc(Cl)ccc12,1,train
NC1C(=O)NC2Cc3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C4NC(=O)C(NC2=O)c2cc(O)cc(c2)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O)cc(O)cc1[C@H](C(=O)NC1C2CC4CC(C2)CC1C4)NC3=O,0,train
CCOC(=O)/C=C/[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccccc1)n1cccc(NC(=O)OCc2ccccc2)c1=O,1,train
Cc1csc2nc([C@H](C)NC(=O)C=C(c3cccs3)c3cccs3)oc(=O)c12,1,train
O=Cc1ccn(-c2cc3c(cc2[N+](=O)[O-])nc(O)c2nc(C(=O)O)nn23)c1,1,train
COc1cc2c(cc1O)CCCc1cc(OC)c(OC)c(OC)c1-2,1,train
N#CC(C#N)=Cc1ccc(O)c(O)c1,0,train
Cc1csc2nc([C@H](C)NC(=O)/C=C/c3ccccc3[N+](=O)[O-])oc(=O)c12,1,train
O=c1cc(C(c2ccccc2)c2ccccc2)oc2cc(O)ccc12,0,train
CCC(N/N=C(/N)S)c1cccc(Br)c1,1,train
O=C(NS(=O)(=O)c1ccccc1)c1ccc(C(=O)O)nc1,1,train
COc1cc2c(C)nc(O)c(Br)c2cc1OC,1,train
COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)C(COC(=O)NC(C)C(C)(C)C)C2)cc(OC)c1OC,1,train
CNC1C(=O)NC2Cc3ccc(cc3)Oc3cc4cc(c3O[C@@H]3O[C@@H](C(=O)O)[C@@H](O)[C@H](O)[C@@H]3N)Oc3ccc(cc3Cl)C(O)C3NC(=O)C(NC(=O)C4NC(=O)C(NC2=O)c2cc(cc(O)c2Cl)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O[C@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)cc(O)cc1[C@H](C(=O)O)NC3=O,0,train
CC(C)c1ccc2nc3ccc(C(=O)NCCCCOc4cccnc4)cn3c(=O)c2c1,1,train
NC(=O)c1cc2c(Oc3ccccc3CC(O)CO)cncc2s1,1,train
c1ccc2c(c1)C[C@H]1CN[C@@]23CCCC[C@@H]13,1,train
CCN(Cc1cnc2nc(N)nc(N)c2c1C)c1cc(OC)c(OC)c(OC)c1,1,train
CC(/C=C/C(F)=C(/C)c1cc(C(C)(C)C)cc(C(C)(C)C)c1OCC(F)F)=C\C(=O)O,1,train
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)[C@H](C)N)C(=O)N[C@@H](CCCN=C(N)N)C(N)=O,1,train
O=c1ccc(-c2c(-c3ccc(F)cc3Cl)nc3ccccn23)nn1-c1ccccc1Cl,1,train
O=C(CCCN1CCN(c2ccc(F)cc2)CC1)NC1c2ccccc2CSc2ccccc21,1,train
CC/C(=N\N=C(/S)NCCN1CCNCC1)c1cccc(Br)c1,1,train
Oc1nc2cc(Cl)ccc2c(OCc2ccccc2)c1-c1ccccc1,1,train
C#CCCCn1c2ccccc2c2cc[n+]3nc(CC)c(CC)cc3c21,1,train
O=C(CN1CCC(Cc2ccccc2)CC1)NC(Cc1c[nH]c2ccccc12)C(=O)NCCc1ccccc1,1,train
COC(=O)CC[C@H](CCO)C[C@@H](C)[C@@H]1CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C(\C)[C@@H](OC)C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O1,1,train
CC1CCN(c2cc(-c3ccnc(N[C@@H](C)c4ccccc4)n3)c(-c3cccc(C(F)(F)F)c3)nn2)CC1,1,train
CC(C)c1cc(CN2CCOCC2)cc(C(C)C)c1N(C)C,0,train
CCCc1nc(O)c2c[nH]nc2n1,0,train
CC(C)(C)COC(=O)c1cc2c3ccccc3nc-2c[nH]1,1,train
CCC(=O)C1C(c2ccc3ccccc3c2)CC2CCC1N2C,1,train
COc1cc2nc(C(=O)c3ccccc3)cn2c2ccc(C(C)C)cc12,1,train
C/C(=N\N=C(\N)S)c1ccc(Cl)c(Cl)c1,1,train
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1[nH]c2c(OCCCCCN=C(N)N)cccc2c1CCCCCCN=C(N)N)C(=O)N[C@@H](CC(C)C)C(=O)O,0,train
Oc1cccc(O)c1O,1,train
c1ccc(CN2CCC(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,1,train
O=C1NC(=O)c2c1c1c3cccnc3ccc1c1[nH]c3ccccc3c21,1,train
CCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(CC)CC2)cc1,1,train
O=C(Cc1ccc(Cl)c(Cl)c1)N1CC[C@H](O)C[C@H]1CN1CCCC1,1,train
Clc1ccc(Sc2ccccc2C2=NCCN2)cc1,1,train
O=C1C[C@H](Cc2ccccc2)N1C(=O)NCc1ccncc1,0,train
N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,0,train
CCCCC(=O)N[C@@H]1CC(=O)NCCCC[C@@H](C(N)=O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](Cc2ccccc2)NC(=O)C2(CCc3c(cccc3C(C)C)C2)NC1=O,1,train
Cc1cc(NC(=O)/C(C#N)=C(\O)C2CC2)ccc1C(F)(F)C(F)(F)F,1,train
O=C(N[C@@H]1CCCN2C(=O)N(Cc3ccccc3)C(=O)C[C@@H]12)c1cc2ccccc2[nH]1,1,train
C[C@H]1CCC[C@@H](CN2CCCC2)N1C(=O)Cc1ccc(Cl)c(Cl)c1,1,train
O=c1ccoc2cc(O)ccc12,0,train
c1ccc(C(CC2CCCCC2)Nc2nc3ccccc3o2)cc1,1,train
CC(C)C[C@@H](N=C(N)N)C(=O)NCC(=O)N1CCC(c2cc(-c3ccc(OCc4ccc(C(=O)O)cc4)c(Cl)c3Cl)nn2C)CC1,1,train
CCCCNc1ccc(C(=O)N2CCCCc3ccccc32)c(Cl)c1,1,train
O=C(NCCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)N1CCC(N2CCCCC2)CC1,1,train
CN(C)c1ccc(-c2nc(SCCCCCN(CCCCCSc3nc(-c4ccccc4)c(-c4ccccc4)[nH]3)C(=O)Nc3ccc(F)cc3F)[nH]c2-c2ccc(N(C)C)cc2)cc1,1,train
Cc1cc(C(=O)N[C@@H](CC(F)C(=O)O)C(=O)O)sc1N(C)Cc1cnc2nc(N)nc(N)c2n1,0,train
CCCCN(CC(=O)NO)C(=O)CN(CCc1ccc(F)cc1)C(=O)Nc1ccc(Oc2ccccc2)cc1,0,train
C[C@H](Nc1nccc(-c2cc(N3CCCCC3)nnc2-c2cccc(C(F)(F)F)c2)n1)c1ccccc1,1,train
N#Cc1ccc2[nH]c(-c3ccc4[nH]cnc4c3)nc2c1,0,train
COc1ccc(C(OCCC2CCN(CCCc3ccccc3)CC2)c2ccc(OC)cc2)cc1,1,train
CNC(=O)c1cc2c(Oc3ccc(N4CCOCC4)cc3)cncc2s1,1,train
CNc1cc(-c2[nH]c(-c3ccc(F)c(NC)c3)c3c2C2CCC3C2)ccc1F,1,train
O=C(O)c1ccc2nc3ccc(O)cc3c(=O)n2c1,0,train
CCN1CCC[C@H]1CNC(=O)c1c(OC)cccc1OC,0,train
O=C([O-])Cc1cc(F)ccc1Nc1c(Cl)cccc1Cl,0,train
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)N(C)CC(=O)O)cc1,1,train
